Фамилия_Номер_покупки,Продукт,Стоимость,Тип,Время покупки
Кравчук_5,Кофе,50,Напитки,7:52
Кравчук_5,Сигареты,102,Сигареты,7:53
Кравчук_6,Кофе,88,Напитки,7:19
Кравчук_6,Сигареты,105,Сигареты,7:20
Кравчук_7,Кофе,46,Напитки,8:12
Кравчук_7,Сигареты,107,Сигареты,8:13
Кравчук_8,Кофе,60,Напитки,7:41
Кравчук_8,Сигареты,103,Сигареты,7:42
Кравчук_9,Кофе,47,Напитки,7:08
Кравчук_9,Сигареты,104,Сигареты,7:09
Кравчук_10,Кофе,84,Напитки,7:55
Кравчук_10,Сигареты,102,Сигареты,7:56
Кравчук_11,Кофе,49,Напитки,8:18
Кравчук_11,Сигареты,106,Сигареты,8:19
Кравчук_12,Кофе,64,Напитки,7:23
Кравчук_12,Сигареты,105,Сигареты,7:24
Кравчук_13,Кофе,44,Напитки,7:46
Кравчук_13,Сигареты,103,Сигареты,7:47
Кравчук_14,Кофе,86,Напитки,7:31
Кравчук_14,Сигареты,104,Сигареты,7:32
Кравчук_15,Кофе,48,Напитки,8:02
Кравчук_15,Сигареты,107,Сигареты,8:03
Кравчук_16,Кофе,61,Напитки,7:17
Кравчук_16,Сигареты,102,Сигареты,7:18
Кравчук_17,Кофе,50,Напитки,7:59
Кравчук_17,Сигареты,105,Сигареты,8:00
Кравчук_18,Кофе,83,Напитки,7:25
Кравчук_18,Сигареты,106,Сигареты,7:26
Кравчук_19,Кофе,46,Напитки,8:14
Кравчук_19,Сигареты,104,Сигареты,8:15
Кравчук_20,Кофе,63,Напитки,7:39
Кравчук_20,Сигареты,103,Сигареты,7:40
Кравчук_21,Кофе,47,Напитки,7:11
Кравчук_21,Сигареты,105,Сигареты,7:12
Кравчук_22,Кофе,87,Напитки,7:57
Кравчук_22,Сигареты,102,Сигареты,7:58
Кравчук_23,Кофе,49,Напитки,8:08
Кравчук_23,Сигареты,106,Сигареты,8:09
Кравчук_24,Кофе,60,Напитки,7:34
Кравчук_24,Сигареты,104,Сигареты,7:35
Кравчук_25,Кофе,45,Напитки,7:49
Кравчук_25,Сигареты,107,Сигареты,7:50
Кравчук_26,Кофе,85,Напитки,7:21
Кравчук_26,Сигареты,103,Сигареты,7:22
Кравчук_27,Кофе,48,Напитки,8:16
Кравчук_27,Сигареты,105,Сигареты,8:17
Кравчук_28,Кофе,62,Напитки,7:13
Кравчук_28,Сигареты,102,Сигареты,7:14
Кравчук_29,Кофе,50,Напитки,7:54
Кравчук_29,Сигареты,106,Сигареты,7:55
Кравчук_30,Кофе,84,Напитки,7:29
Кравчук_30,Сигареты,104,Сигареты,7:30
Кравчук_31,Кофе,46,Напитки,8:11
Кравчук_31,Сигареты,103,Сигареты,8:12
Кравчук_32,Кофе,61,Напитки,7:43
Кравчук_32,Сигареты,107,Сигареты,7:44
Кравчук_33,Кофе,49,Напитки,7:20
Кравчук_33,Сигареты,102,Сигареты,7:21
Кравчук_34,Кофе,88,Напитки,8:01
Кравчук_34,Сигареты,105,Сигареты,8:02
Кравчук_35,Кофе,47,Напитки,7:36
Кравчук_35,Сигареты,104,Сигареты,7:37
Кравчук_36,Кофе,63,Напитки,7:58
Кравчук_36,Сигареты,106,Сигареты,7:59
Кравчук_37,Кофе,45,Напитки,7:24
Кравчук_37,Сигареты,103,Сигареты,7:25
Кравчук_38,Кофе,83,Напитки,8:09
Кравчук_38,Сигареты,107,Сигареты,8:10
Кравчук_39,Кофе,48,Напитки,7:47
Кравчук_39,Сигареты,102,Сигареты,7:48
Кравчук_40,Кофе,60,Напитки,7:16
Кравчук_40,Сигареты,105,Сигареты,7:17
Кравчук_41,Кофе,50,Напитки,8:04
Кравчук_41,Сигареты,104,Сигареты,8:05
Кравчук_42,Кофе,86,Напитки,7:40
Кравчук_42,Сигареты,103,Сигареты,7:41
Кравчук_43,Кофе,46,Напитки,7:26
Кравчук_43,Сигареты,106,Сигареты,7:27
Кравчук_44,Кофе,62,Напитки,8:17
Кравчук_44,Сигареты,102,Сигареты,8:18
Кравчук_45,Кофе,49,Напитки,7:51
Кравчук_45,Сигареты,105,Сигареты,7:52
Кравчук_46,Кофе,85,Напитки,7:18
Кравчук_46,Сигареты,104,Сигареты,7:19
Кравчук_47,Кофе,47,Напитки,8:21
Кравчук_47,Сигареты,107,Сигареты,8:22
Кравчук_48,Кофе,61,Напитки,7:32
Кравчук_48,Сигареты,103,Сигареты,7:33
Кравчук_49,Кофе,48,Напитки,7:56
Кравчук_49,Сигареты,106,Сигареты,7:57
Кравчук_50,Кофе,87,Напитки,7:10
Кравчук_50,Сигареты,104,Сигареты,7:11
Кузнецов_1,Молоко,105,Напитки,12:15
Кузнецов_1,Хлеб,60,Бакалея,12:15
Кузнецов_1,Яйца,115,Еда,12:15
Кузнецов_2,Кефир,90,Напитки,11:40
Кузнецов_2,Творог,195,Еда,11:40
Кузнецов_3,Гречка,120,Бакалея,10:50
Кузнецов_3,Куриная грудка,355,Еда,10:50
Кузнецов_4,Рис,108,Бакалея,13:20
Кузнецов_5,Макароны,112,Бакалея,12:30
Кузнецов_6,Йогурт,82,Напитки,11:10
Кузнецов_7,Овсянка,95,Бакалея,13:55
Кузнецов_8,Молоко,108,Напитки,12:45
Кузнецов_8,Яйца,118,Еда,12:45
Кузнецов_9,Куриная грудка,350,Еда,10:30
Кузнецов_10,Творог,198,Еда,11:25
Кузнецов_11,Хлеб,62,Бакалея,10:15
Кузнецов_12,Кефир,88,Напитки,13:05
Кузнецов_13,Гречка,123,Бакалея,11:50
Кузнецов_14,Рис,105,Бакалея,12:20
Кузнецов_15,Макароны,110,Бакалея,13:35
Кузнецов_16,Йогурт,80,Напитки,10:40
Кузнецов_17,Молоко,106,Напитки,12:55
Кузнецов_17,Яйца,116,Еда,12:55
Кузнецов_18,Куриная грудка,360,Еда,11:15
Кузнецов_19,Творог,200,Еда,13:10
Кузнецов_20,Овсянка,92,Бакалея,10:25
Кузнецов_21,Хлеб,60,Бакалея,12:05
Кузнецов_22,Кефир,92,Напитки,11:30
Кузнецов_23,Гречка,125,Бакалея,13:45
Кузнецов_24,Рис,110,Бакалея,10:55
Кузнецов_25,Макароны,115,Бакалея,12:35
Кузнецов_26,Молоко,104,Напитки,11:20
Кузнецов_27,Яйца,114,Еда,13:15
Кузнецов_28,Куриная грудка,352,Еда,10:45
Кузнецов_29,Творог,196,Еда,12:10
Кузнецов_30,Йогурт,84,Напитки,11:05
Кузнецов_31,Овсянка,96,Бакалея,13:30
Кузнецов_32,Хлеб,63,Бакалея,10:20
Кузнецов_33,Кефир,89,Напитки,12:50
Кузнецов_34,Гречка,122,Бакалея,11:40
Кузнецов_35,Рис,107,Бакалея,13:00
Кузнецов_36,Макароны,113,Бакалея,10:35
Кузнецов_37,Молоко,107,Напитки,12:25
Кузнецов_38,Яйца,117,Еда,11:15
Кузнецов_39,Куриная грудка,358,Еда,13:40
Кузнецов_40,Творог,202,Еда,10:50
Кузнецов_41,Йогурт,81,Напитки,12:00
Кузнецов_42,Овсянка,94,Бакалея,11:35
Кузнецов_43,Хлеб,61,Бакалея,13:20
Кузнецов_44,Кефир,91,Напитки,10:30
Кузнецов_45,Гречка,124,Бакалея,12:45
Кузнецов_46,Рис,109,Бакалея,11:55
Кузнецов_47,Макароны,111,Бакалея,13:10
Кузнецов_48,Молоко,105,Напитки,10:40
Кузнецов_49,Яйца,115,Еда,12:30
Кузнецов_50,Куриная грудка,354,Еда,11:25
Малышко_1,Фарш,390,Еда,17:25
Малышко_1,Творог,210,Еда,17:25
Малышко_1,Яйца,108,Еда,17:25
Малышко_2,Куриная грудка,385,Еда,18:40
Малышко_2,Творог,208,Еда,18:40
Малышко_3,Филе куриное,455,Еда,14:15
Малышко_3,Яйца,110,Еда,14:15
Малышко_4,Голень куриная,235,Еда,19:20
Малышко_4,Творог,212,Еда,19:20
Малышко_5,Фарш,380,Еда,16:55
Малышко_5,Яйца,106,Еда,16:55
Малышко_6,Куриная грудка,378,Еда,18:10
Малышко_7,Творог,209,Еда,15:45
Малышко_7,Фарш,395,Еда,15:45
Малышко_8,Филе куриное,450,Еда,13:50
Малышко_8,Яйца,109,Еда,13:50
Малышко_9,Голень куриная,230,Еда,19:35
Малышко_10,Творог,211,Еда,17:10
Малышко_10,Куриная грудка,382,Еда,17:10
Малышко_11,Фарш,385,Еда,16:30
Малышко_12,Яйца,107,Еда,18:25
Малышко_12,Творог,207,Еда,18:25
Малышко_13,Филе куриное,458,Еда,14:05
Малышко_14,Голень куриная,232,Еда,19:50
Малышко_15,Куриная грудка,380,Еда,17:45
Малышко_15,Творог,210,Еда,17:45
Малышко_16,Фарш,388,Еда,16:20
Малышко_17,Яйца,111,Еда,18:55
Малышко_18,Филе куриное,452,Еда,13:30
Малышко_19,Творог,209,Еда,15:15
Малышко_19,Голень куриная,228,Еда,15:15
Малышко_20,Куриная грудка,376,Еда,18:30
Малышко_21,Фарш,392,Еда,17:05
Малышко_21,Яйца,105,Еда,17:05
Малышко_22,Творог,213,Еда,16:40
Малышко_23,Филе куриное,460,Еда,14:25
Малышко_24,Голень куриная,237,Еда,19:10
Малышко_25,Куриная грудка,379,Еда,18:05
Малышко_26,Фарш,387,Еда,16:50
Малышко_27,Яйца,108,Еда,17:35
Малышко_27,Творог,208,Еда,17:35
Малышко_28,Филе куриное,448,Еда,13:45
Малышко_29,Голень куриная,233,Еда,19:25
Малышко_30,Куриная грудка,381,Еда,18:20
Малышко_31,Фарш,394,Еда,16:15
Малышко_32,Творог,211,Еда,17:50
Малышко_32,Яйца,110,Еда,17:50
Малышко_33,Филе куриное,453,Еда,14:00
Малышко_34,Голень куриная,229,Еда,19:40
Малышко_35,Куриная грудка,377,Еда,18:35
Малышко_36,Фарш,390,Еда,16:45
Малышко_37,Творог,210,Еда,17:15
Малышко_38,Яйца,107,Еда,18:50
Малышко_39,Филе куриное,456,Еда,13:20
Малышко_40,Голень куриная,231,Еда,19:05
Малышко_41,Куриная грудка,384,Еда,18:15
Малышко_42,Фарш,386,Еда,16:25
Малышко_43,Творог,212,Еда,17:30
Малышко_44,Яйца,109,Еда,18:45
Малышко_45,Филе куриное,451,Еда,14:35
Малышко_46,Голень куриная,234,Еда,19:55
Малышко_47,Куриная грудка,380,Еда,18:00
Малышко_48,Фарш,389,Еда,16:10
Малышко_49,Творог,209,Еда,17:40
Малышко_50,Яйца,108,Еда,18:25
Малышко_50,Куриная грудка,383,Еда,18:25
Марянян_1,Шаурма,290,Фастфуд,20:30
Марянян_1,Кола,130,Напитки,20:30
Марянян_2,Плов,350,Еда,19:45
Марянян_3,Лаваш,80,Еда,21:10
Марянян_4,Шаурма,295,Фастфуд,20:15
Марянян_5,Хачапури,420,Еда,18:55
Марянян_6,Кола,128,Напитки,21:40
Марянян_7,Шаурма,288,Фастфуд,19:20
Марянян_8,Плов,355,Еда,20:05
Марянян_9,Лаваш,82,Еда,21:25
Марянян_10,Хачапури,415,Еда,18:30
Марянян_11,Шаурма,292,Фастфуд,20:50
Марянян_12,Кола,132,Напитки,19:35
Марянян_13,Плов,348,Еда,21:00
Марянян_14,Шаурма,297,Фастфуд,20:20
Марянян_15,Хачапури,418,Еда,18:40
Марянян_16,Лаваш,78,Еда,21:15
Марянян_17,Шаурма,285,Фастфуд,19:55
Марянян_18,Кола,129,Напитки,20:45
Марянян_19,Плов,352,Еда,21:30
Марянян_20,Хачапури,425,Еда,18:10
Марянян_21,Шаурма,298,Фастфуд,20:40
Марянян_21,Кола,135,Напитки,20:40
Марянян_22,Плов,360,Еда,19:25
Марянян_23,Лаваш,85,Еда,21:50
Марянян_24,Хачапури,422,Еда,18:20
Марянян_24,Кола,130,Напитки,18:20
Марянян_25,Шаурма,291,Фастфуд,20:10
Марянян_26,Плов,345,Еда,21:15
Марянян_27,Шаурма,299,Фастфуд,19:50
Марянян_27,Лаваш,81,Еда,19:50
Марянян_28,Хачапури,419,Еда,18:45
Марянян_29,Кола,133,Напитки,20:55
Марянян_30,Шаурма,294,Фастфуд,20:25
Марянян_31,Плов,358,Еда,19:30
Марянян_32,Лаваш,79,Еда,21:35
Марянян_33,Шаурма,296,Фастфуд,20:00
Марянян_33,Кола,131,Напитки,20:00
Марянян_34,Хачапури,426,Еда,18:35
Марянян_35,Плов,353,Еда,21:20
Марянян_36,Шаурма,289,Фастфуд,19:40
Марянян_37,Лаваш,83,Еда,21:05
Марянян_38,Хачапури,421,Еда,18:50
Марянян_38,Кола,134,Напитки,18:50
Марянян_39,Шаурма,293,Фастфуд,20:35
Марянян_40,Плов,349,Еда,19:55
Марянян_41,Лаваш,84,Еда,21:45
Марянян_42,Шаурма,300,Фастфуд,20:05
Марянян_42,Кола,128,Напитки,20:05
Марянян_43,Хачапури,423,Еда,18:25
Марянян_44,Плов,356,Еда,21:10
Марянян_45,Шаурма,287,Фастфуд,19:35
Марянян_46,Лаваш,80,Еда,21:55
Марянян_47,Хачапури,427,Еда,18:15
Марянян_47,Кола,136,Напитки,18:15
Марянян_48,Шаурма,295,Фастфуд,20:45
Марянян_49,Плов,351,Еда,19:20
Марянян_50,Шаурма,292,Фастфуд,20:30
Марянян_50,Лаваш,82,Еда,20:30
Масловский_1,Бургер,350,Фастфуд,17:20
Масловский_1,Кола,130,Напитки,17:20
Масловский_2,Наггетсы,280,Фастфуд,16:45
Масловский_3,Бургер,150,Фастфуд,18:10
Масловский_4,Картофель фри,105,Фастфуд,17:55
Масловский_5,Бургер,390,Фастфуд,16:30
Масловский_6,Кола,135,Напитки,18:25
Масловский_7,Мороженое,220,Сладости,17:05
Масловский_8,Бургер,320,Фастфуд,16:15
Масловский_9,Наггетсы,275,Фастфуд,18:40
Масловский_10,Бургер,290,Фастфуд,17:35
Масловский_11,Картофель фри,108,Фастфуд,16:50
Масловский_12,Бургер,385,Фастфуд,18:15
Масловский_13,Кола,128,Напитки,17:45
Масловский_14,Мороженое,215,Сладости,16:20
Масловский_15,Бургер,355,Фастфуд,18:55
Масловский_16,Наггетсы,282,Фастфуд,17:10
Масловский_17,Бургер,148,Фастфуд,16:35
Масловский_18,Картофель фри,110,Фастфуд,18:30
Масловский_19,Бургер,392,Фастфуд,17:25
Масловский_20,Кола,132,Напитки,16:05
Масловский_21,Мороженое,215,Сладости,13:58
Масловский_21,Бургер,148,Фастфуд,13:58
Масловский_22,Наггетсы,282,Фастфуд,15:07
Масловский_22,Картофель фри,110,Фастфуд,15:07
Масловский_23,Мороженое,220,Сладости,18:22
Масловский_23,Наггетсы,275,Фастфуд,18:22
Масловский_24,Бургер,148,Фастфуд,14:55
Масловский_25,Бургер,148,Фастфуд,18:50
Масловский_25,Кола,135,Напитки,18:50
Масловский_26,Бургер,392,Фастфуд,17:26
Масловский_26,Кола,130,Напитки,17:26
Масловский_27,Мороженое,215,Сладости,18:37
Масловский_28,Бургер,150,Фастфуд,17:32
Масловский_29,Картофель фри,108,Фастфуд,18:10
Масловский_29,Картофель фри,110,Фастфуд,18:10
Масловский_30,Наггетсы,282,Фастфуд,19:38
Масловский_30,Кола,128,Напитки,19:38
Масловский_31,Бургер,392,Фастфуд,14:43
Масловский_32,Бургер,148,Фастфуд,12:37
Масловский_33,Наггетсы,282,Фастфуд,18:06
Масловский_34,Мороженое,220,Сладости,15:11
Масловский_34,Картофель фри,110,Фастфуд,15:11
Масловский_35,Наггетсы,280,Фастфуд,13:13
Масловский_35,Наггетсы,275,Фастфуд,13:13
Масловский_36,Картофель фри,105,Фастфуд,14:14
Масловский_37,Бургер,385,Фастфуд,18:17
Масловский_37,Наггетсы,280,Фастфуд,18:17
Масловский_38,Кола,130,Напитки,13:17
Масловский_39,Картофель фри,108,Фастфуд,19:52
Масловский_39,Картофель фри,108,Фастфуд,19:52
Масловский_40,Бургер,392,Фастфуд,13:14
Масловский_41,Кола,135,Напитки,17:32
Масловский_41,Мороженое,220,Сладости,17:32
Масловский_42,Наггетсы,282,Фастфуд,14:16
Масловский_42,Картофель фри,110,Фастфуд,14:16
Масловский_43,Картофель фри,105,Фастфуд,13:59
Масловский_43,Мороженое,220,Сладости,13:59
Масловский_44,Картофель фри,108,Фастфуд,14:54
Масловский_44,Наггетсы,275,Фастфуд,14:54
Масловский_45,Картофель фри,108,Фастфуд,15:31
Масловский_46,Кола,128,Напитки,16:40
Масловский_46,Кола,128,Напитки,16:40
Масловский_47,Наггетсы,280,Фастфуд,16:37
Масловский_48,Кола,128,Напитки,15:44
Масловский_48,Наггетсы,280,Фастфуд,15:44
Масловский_49,Картофель фри,105,Фастфуд,15:04
Масловский_49,Кола,128,Напитки,15:04
Масловский_50,Мороженое,220,Сладости,15:19
Масловский_50,Наггетсы,282,Фастфуд,15:19
Матвеев_1,Пиво,220,Алкоголь,22:25
Матвеев_1,Сухарики,220,Еда,22:26
Матвеев_2,Баскет кфс,562,Фастфуд,22:21
Матвеев_2,Кола,110,Напитки,22:21
Матвеев_3,Пиво,225,Алкоголь,23:10
Матвеев_4,Чипсы,125,Еда,21:45
Матвеев_5,Бургер,420,Фастфуд,22:30
Матвеев_6,Кола,130,Напитки,22:31
Матвеев_7,Пиво,218,Алкоголь,0:05
Матвеев_8,Сухарики,90,Еда,23:55
Матвеев_9,Наггетсы,280,Фастфуд,21:20
Матвеев_10,Пиво,223,Алкоголь,22:40
Матвеев_11,Чипсы,128,Еда,0:15
Матвеев_12,Бургер,390,Фастфуд,21:55
Матвеев_13,Кола,128,Напитки,22:56
Матвеев_14,Пиво,220,Алкоголь,23:30
Матвеев_15,Сухарики,88,Еда,21:10
Матвеев_16,Бургер,320,Фастфуд,22:15
Матвеев_17,Пиво,227,Алкоголь,0:25
Матвеев_18,Чипсы,122,Еда,23:40
Матвеев_19,Мороженое,220,Сладости,21:35
Матвеев_20,Кола,132,Напитки,22:45
Матвеев_21,Пиво,225,Алкоголь,23:15
Матвеев_21,Сухарики,92,Еда,23:16
Матвеев_22,Бургер,415,Фастфуд,22:35
Матвеев_22,Кола,135,Напитки,22:35
Матвеев_23,Наггетсы,285,Фастфуд,21:25
Матвеев_24,Чипсы,130,Еда,0:20
Матвеев_25,Пиво,222,Алкоголь,23:05
Матвеев_26,Баскет кфс,560,Фастфуд,22:10
Матвеев_27,Кола,125,Напитки,21:50
Матвеев_27,Мороженое,225,Сладости,21:50
Матвеев_28,Сухарики,85,Еда,23:45
Матвеев_29,Бургер,395,Фастфуд,22:20
Матвеев_30,Пиво,219,Алкоголь,0:10
Матвеев_30,Чипсы,124,Еда,0:11
Матвеев_31,Наггетсы,278,Фастфуд,21:15
Матвеев_32,Кола,130,Напитки,22:50
Матвеев_33,Бургер,425,Фастфуд,23:25
Матвеев_34,Сухарики,89,Еда,21:30
Матвеев_35,Пиво,226,Алкоголь,0:30
Матвеев_36,Мороженое,218,Сладости,22:05
Матвеев_37,Чипсы,126,Еда,23:50
Матвеев_38,Баскет кфс,565,Фастфуд,21:40
Матвеев_39,Кола,133,Напитки,22:55
Матвеев_40,Наггетсы,282,Фастфуд,0:15
Матвеев_41,Пиво,221,Алкоголь,23:20
Матвеев_41,Сухарики,91,Еда,23:21
Матвеев_42,Бургер,410,Фастфуд,22:00
Матвеев_43,Чипсы,129,Еда,21:05
Матвеев_44,Мороженое,222,Сладости,23:35
Матвеев_45,Кола,129,Напитки,0:35
Матвеев_46,Бургер,400,Фастфуд,22:25
Матвеев_47,Пиво,224,Алкоголь,21:45
Матвеев_48,Наггетсы,279,Фастфуд,23:10
Матвеев_49,Сухарики,87,Еда,0:40
Матвеев_50,Чипсы,123,Еда,22:15
Матвеев_50,Кола,131,Напитки,22:15
Нечаева_1,Йогурт,85,Напитки,15:30
Нечаева_1,Овсяные хлопья,130,Еда,15:30
Нечаева_2,Творог,195,Еда,14:20
Нечаева_3,Кефир,90,Напитки,16:10
Нечаева_4,Гречка,125,Бакалея,15:45
Нечаева_5,Куриная грудка,360,Еда,14:55
Нечаева_6,Яйца,115,Еда,16:35
Нечаева_7,Молоко,105,Напитки,15:05
Нечаева_8,Рис,110,Бакалея,14:40
Нечаева_9,Йогурт,88,Напитки,16:20
Нечаева_10,Овсянка,95,Еда,15:15
Нечаева_11,Творог,200,Еда,14:25
Нечаева_12,Бананы,175,Еда,16:50
Нечаева_13,Кефир,92,Напитки,15:55
Нечаева_14,Гречка,128,Бакалея,14:10
Нечаева_15,Куриная грудка,365,Еда,16:30
Нечаева_16,Яйца,118,Еда,15:40
Нечаева_17,Молоко,108,Напитки,14:45
Нечаева_18,Рис,112,Бакалея,16:05
Нечаева_19,Йогурт,83,Напитки,15:20
Нечаева_20,Овсяные хлопья,132,Еда,14:35
Нечаева_21,Йогурт,86,Напитки,16:15
Нечаева_21,Овсяные хлопья,128,Еда,16:15
Нечаева_22,Творог,198,Еда,15:25
Нечаева_22,Бананы,178,Еда,15:25
Нечаева_23,Кефир,88,Напитки,14:50
Нечаева_24,Гречка,130,Бакалея,16:40
Нечаева_25,Куриная грудка,362,Еда,15:50
Нечаева_26,Яйца,120,Еда,14:30
Нечаева_27,Молоко,110,Напитки,16:45
Нечаева_28,Рис,115,Бакалея,15:35
Нечаева_29,Йогурт,84,Напитки,14:55
Нечаева_30,Овсянка,98,Еда,16:25
Нечаева_31,Творог,202,Еда,15:10
Нечаева_32,Бананы,172,Еда,14:40
Нечаева_33,Кефир,94,Напитки,16:05
Нечаева_34,Гречка,126,Бакалея,15:00
Нечаева_35,Куриная грудка,368,Еда,14:15
Нечаева_36,Яйца,116,Еда,16:35
Нечаева_37,Молоко,106,Напитки,15:20
Нечаева_38,Рис,114,Бакалея,14:50
Нечаева_39,Йогурт,87,Напитки,16:10
Нечаева_40,Овсяные хлопья,134,Еда,15:45
Нечаева_41,Творог,192,Еда,14:25
Нечаева_42,Кефир,91,Напитки,16:50
Нечаева_43,Гречка,124,Бакалея,15:55
Нечаева_44,Куриная грудка,358,Еда,14:05
Нечаева_45,Яйца,119,Еда,16:20
Нечаева_46,Молоко,109,Напитки,15:30
Нечаева_47,Рис,108,Бакалея,14:45
Нечаева_48,Йогурт,82,Напитки,16:00
Нечаева_49,Овсянка,92,Еда,15:15
Нечаева_50,Творог,204,Еда,14:35
Нечаева_50,Бананы,180,Еда,14:35
Панасюк_1,Шоколад,120,Сладости,19:40
Панасюк_1,Мороженое,150,Сладости,19:40
Панасюк_2,Зефир,200,Сладости,20:15
Панасюк_3,Пирожное,280,Сладости,18:55
Панасюк_4,Шоколад,115,Сладости,19:30
Панасюк_5,Мороженое,155,Сладости,20:45
Панасюк_6,Мармелад,90,Сладости,18:20
Панасюк_7,Шоколад,320,Сладости,19:10
Панасюк_8,Пирожное,290,Сладости,20:35
Панасюк_9,Шоколад,118,Сладости,18:45
Панасюк_10,Мороженое,148,Сладости,19:55
Панасюк_11,Зефир,195,Сладости,20:25
Панасюк_12,Пирожное,275,Сладости,18:30
Панасюк_13,Шоколад,122,Сладости,19:05
Панасюк_14,Мороженое,152,Сладости,20:50
Панасюк_15,Мармелад,88,Сладости,18:15
Панасюк_16,Шоколад,315,Сладости,19:40
Панасюк_17,Пирожное,285,Сладости,20:10
Панасюк_18,Шоколад,119,Сладости,18:50
Панасюк_19,Мороженое,149,Сладости,19:20
Панасюк_20,Зефир,198,Сладости,20:55
Панасюк_21,Шоколад,121,Сладости,19:15
Панасюк_21,Мармелад,92,Сладости,19:15
Панасюк_22,Зефир,202,Сладости,20:30
Панасюк_23,Пирожное,278,Сладости,18:40
Панасюк_24,Мороженое,154,Сладости,19:45
Панасюк_25,Шоколад,116,Сладости,20:20
Панасюк_26,Мармелад,85,Сладости,18:25
Панасюк_27,Зефир,190,Сладости,19:50
Панасюк_28,Пирожное,288,Сладости,20:40
Панасюк_29,Шоколад,124,Сладости,18:35
Панасюк_30,Мороженое,150,Сладости,19:25
Панасюк_31,Зефир,196,Сладости,20:15
Панасюк_32,Мармелад,89,Сладости,18:10
Панасюк_33,Шоколад,318,Сладости,19:35
Панасюк_34,Пирожное,282,Сладости,20:05
Панасюк_35,Мороженое,146,Сладости,18:55
Панасюк_36,Зефир,200,Сладости,19:00
Панасюк_37,Шоколад,117,Сладости,20:45
Панасюк_38,Мармелад,91,Сладости,18:45
Панасюк_39,Пирожное,276,Сладости,19:10
Панасюк_40,Мороженое,153,Сладости,20:25
Панасюк_41,Шоколад,123,Сладости,18:20
Панасюк_42,Зефир,194,Сладости,19:55
Панасюк_43,Мармелад,86,Сладости,20:35
Панасюк_44,Пирожное,290,Сладости,18:50
Панасюк_45,Шоколад,120,Сладости,19:30
Панасюк_46,Мороженое,151,Сладости,20:10
Панасюк_47,Зефир,199,Сладости,18:15
Панасюк_48,Пирожное,284,Сладости,19:45
Панасюк_49,Шоколад,118,Сладости,20:50
Панасюк_50,Мороженое,147,Сладости,18:30
Панасюк_50,Мармелад,90,Сладости,18:30
Сафронов_1,Пиво,230,Алкоголь,22:40
Сафронов_1,Чипсы,125,Еда,22:41
Сафронов_2,Сидр,270,Алкоголь,23:55
Сафронов_3,Сигареты,105,Сигареты,0:15
Сафронов_4,Пиво,228,Алкоголь,21:30
Сафронов_5,Сухарики,90,Еда,23:10
Сафронов_6,Сидр,265,Алкоголь,22:20
Сафронов_7,Чипсы,128,Еда,0:45
Сафронов_8,Пиво,232,Алкоголь,21:55
Сафронов_9,Сигареты,108,Сигареты,23:35
Сафронов_10,Сидр,268,Алкоголь,22:05
Сафронов_11,Пиво,225,Алкоголь,0:25
Сафронов_11,Чипсы,122,Еда,0:25
Сафронов_12,Чипсы,122,Еда,21:15
Сафронов_13,Сухарики,88,Еда,23:50
Сафронов_14,Сидр,272,Алкоголь,22:45
Сафронов_15,Пиво,230,Алкоголь,0:10
Сафронов_16,Сигареты,106,Сигареты,21:40
Сафронов_17,Чипсы,130,Еда,23:25
Сафронов_18,Сидр,275,Алкоголь,22:30
Сафронов_19,Пиво,227,Алкоголь,0:55
Сафронов_20,Сухарики,92,Еда,21:20
Сафронов_21,Пиво,233,Алкоголь,22:50
Сафронов_21,Сухарики,89,Еда,22:51
Сафронов_22,Сидр,269,Алкоголь,0:05
Сафронов_23,Сигареты,107,Сигареты,21:25
Сафронов_24,Пиво,226,Алкоголь,23:15
Сафронов_25,Чипсы,126,Еда,0:35
Сафронов_26,Сидр,273,Алкоголь,22:10
Сафронов_27,Сухарики,91,Еда,21:45
Сафронов_28,Пиво,229,Алкоголь,23:40
Сафронов_29,Сигареты,104,Сигареты,0:20
Сафронов_30,Сидр,266,Алкоголь,22:35
Сафронов_31,Чипсы,129,Еда,21:05
Сафронов_32,Пиво,231,Алкоголь,23:20
Сафронов_33,Сухарики,87,Еда,0:40
Сафронов_34,Сидр,274,Алкоголь,22:15
Сафронов_35,Сигареты,109,Сигареты,21:50
Сафронов_36,Пиво,224,Алкоголь,23:45
Сафронов_37,Чипсы,123,Еда,0:15
Сафронов_38,Сидр,267,Алкоголь,22:25
Сафронов_39,Сухарики,93,Еда,21:35
Сафронов_40,Пиво,234,Алкоголь,23:30
Сафронов_41,Сигареты,103,Сигареты,0:30
Сафронов_42,Сидр,271,Алкоголь,22:00
Сафронов_43,Чипсы,127,Еда,21:10
Сафронов_44,Пиво,228,Алкоголь,23:55
Сафронов_45,Сухарики,90,Еда,0:45
Сафронов_46,Сидр,276,Алкоголь,22:40
Сафронов_47,Сигареты,110,Сигареты,21:15
Сафронов_48,Пиво,235,Алкоголь,23:05
Сафронов_49,Чипсы,131,Еда,0:50
Сафронов_50,Сидр,264,Алкоголь,22:55
Сафронов_50,Сухарики,88,Еда,22:56
Чернев_1,Кефир,93,Напитки,17:08
Чернев_1,Колбаса докторская,260,Еда,17:08
Чернев_1,Хлеб,80,Еда,17:08
Чернев_1,Сыр,170,Еда,17:08
Чернев_1,Шницель куриный,240,Еда,17:08
